Job ID,Agency,Posting Type,Total Positions,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
596639,BRONX DISTRICT ATTORNEY,External,1,Exempt-4,M0,Legal Affairs,F,Manager,170000,182000,Annual,Bronx,TBD,New York City residency is required.,8/3/23,2023
603954,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,1,"Finance, Accounting, & Procurement",F,Entry-Level,51550,51550,Annual,Greenwich Street,TBD,Hybrid,9/8/23,2023
539585,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64922,173486,Annual,Brooklyn,TBD,Not required,8/9/22,2022
615565,HOUSING PRESERVATION & DVLPMNT,External,1,Competitive-1,M0,Constituent Services & Community Programs,F,Manager,115000,115000,Annual,Gold Street,TBD,Hybrid,11/9/23,2023
616511,DEPT OF HEALTH/MENTAL HYGIENE,External,7,Competitive-1,M1,Health,F,Experienced (non-manager),49961,49961,Annual,NYC - All Boroughs,TBD,Hybrid,11/17/23,2023
609004,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Pending Classification-2,1,"Finance, Accounting, & Procurement",F,Entry-Level,51550,65604,Annual,Greenwich Street,TBD,Hybrid,9/29/23,2023
540468,BRONX DISTRICT ATTORNEY,External,5,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),80440,167610,Annual,Bronx,TBD,New York City residency is required.,7/19/23,2023
597892,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,64922,173486,Annual,Harding Expressway,35 Hours Per Week,Hybrid,8/13/23,2023
596822,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64922,144066,Annual,Queens,35 Hours Per Week,Not required,8/9/23,2023
590706,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),62470,71840,Annual,Broadway,40 hours per week,Hybrid,9/12/23,2023
604900,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),88026,122295,Annual,Corona,TBD,Not required,10/6/23,2023
608939,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,125000,135000,Annual,Centre Street,TBD,Hybrid,11/27/23,2023
561341,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),84451,113550,Annual,Harding Expressway,35 Hours Per Week,Hybrid,12/20/22,2022
589725,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),58700,175000,Annual,First Avenue,TBD,Hybrid,9/13/23,2023
616420,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,67983,Annual,Queens,TBD,Hybrid,11/20/23,2023
606682,TAXI & LIMOUSINE COMMISSION,External,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),78795,105000,Annual,Beaver Street,TBD,Hybrid,9/21/23,2023
590396,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),74041,107227,Annual,Water Street,TBD,Not required,7/12/23,2023
601377,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),82506,94882,Annual,Lafayette Street,TBD,Hybrid,9/26/23,2023
559167,FIRE DEPARTMENT,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),298.24,347.2,Daily,Queens,TBD,Hybrid,7/18/23,2023
616521,CONSUMER AND WORKER PROTECTION,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),87003,100053,Annual,Broadway,TBD,Not required,11/22/23,2023
608528,DEPT OF CITYWIDE ADMIN SVCS,External,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,113000,113000,Annual,Centre Street,TBD,Not required,11/20/23,2023
588716,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),0,130000,Annual,Corona,35 Hours Per Week,Not required,6/28/23,2023
610261,BRONX DISTRICT ATTORNEY,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),70435,70435,Annual,Bronx,TBD,Not required,10/6/23,2023
597300,CULTURAL AFFAIRS,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),50972,72000,Annual,Chambers Street.,TBD,Hybrid,10/3/23,2023
597171,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,35 Hours Per Week,Not required,9/11/23,2023
594479,DEPT OF DESIGN & CONSTRUCTION,External,1,Non-Competitive-5,0,Administration & Human Resources,P,Student,15.5,16,Hourly,Queens,TBD,Hybrid,10/13/23,2023
580707,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",TBD,Experienced (non-manager),70611,105138,Annual,Harding Expressway,35 Hours Per Week,Hybrid,4/8/23,2023
607256,DEPT OF CITYWIDE ADMIN SVCS,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),74041,85147,Annual,Centre Street,TBD,Not required,11/16/23,2023
582768,POLICE DEPARTMENT,Internal,2,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),72063,122168,Annual,Police Plaza,40 hours per week,Not required,10/5/23,2023
484513,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),36390,41848,Annual,Vanderbilt Avenue,40 hours per week,Hybrid,9/21/22,2022
595959,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),88026,122295,Annual,Harding Expressway,TBD,Not required,8/24/23,2023
549948,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,113000,Annual,Manhattan,35 Hours Per Week,Not required,9/8/22,2022
534939,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80000,105000,Annual,Grahamsville.,35 Hours Per Week,Not required,12/22/22,2022
593801,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),84451,113550,Annual, Brooklyn,40 hours per week,Hybrid,9/18/23,2023
590941,CULTURAL AFFAIRS,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),22.9267,26.3656,Hourly,LIC,TBD,Hybrid,10/3/23,2023
591439,DEPT OF DESIGN & CONSTRUCTION,Internal,5,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,35 Hours Per Week,Not required,9/15/23,2023
599754,MANHATTAN COMMUNITY BOARD ,Internal,1,Non-Competitive-5,M0,Constituent Services & Community Programs,F,Manager,80000,95000,Annual,125TH Street,TBD,Hybrid,8/21/23,2023
589781,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),60718,90773,Annual,28th Street,TBD,Hybrid,10/24/23,2023
568416,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),110000,120000,Annual,Manhattan,35 Hours Per Week,Not required,1/10/23,2023
585471,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,92000,Annual,Lafayette Street,35 Hours Per Week,Hybrid,6/22/23,2023
590725,DEPT. OF HOMELESS SERVICES,External,2,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),35536,40866,Annual,Brooklyn,40 hours per week,Hybrid,6/28/23,2023
594995,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,44838,65583,Annual,Staten Islands,TBD,Hybrid,8/13/23,2023
570413,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,38333,60000,Annual,Corona,35 Hours Per Week,Hybrid,2/2/23,2023
589705,TAXI & LIMOUSINE COMMISSION,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),71423,82137,Annual,LIC,TBD,Not required,9/13/23,2023
598713,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,40 hours per week,Hybrid,9/1/23,2023
526359,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),51766,69187,Annual,Pearl Street,TBD,Hybrid,7/19/22,2022
591475,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),88026,101230,Annual,Queens,35 Hours Per Week,Not required,8/9/23,2023
588674,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M0,Administration & Human Resources,F,Manager,130000,200000,Annual,Metrotech,40 hours per week,Hybrid,11/8/23,2023
595268,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),53057,61015,Annual,Vanderbilt Avenue,40 hours per week,Hybrid,7/27/23,2023
580483,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),85371,109990,Annual,Harding Expressway,35 Hours Per Week,Not required,4/8/23,2023
546424,FIRE DEPARTMENT,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),75504,94761,Annual,Brooklyn,TBD,Hybrid,8/24/22,2022
573114,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Harding Expressway,35 Hours Per Week,Not required,4/20/23,2023
577109,DEPARTMENT OF TRANSPORTATION,Internal,2,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),73294,107071,Annual,Water Street,35 Hours Per Week,Hybrid,3/28/23,2023
600542,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,Staten Islands,TBD,Not required,9/5/23,2023
612026,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,48170,48170,Annual,Gold Street,TBD,Hybrid,10/19/23,2023
585649,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,M2,Administration & Human Resources,F,Executive,195000,225000,Annual,Hazen Street,TBD,Hybrid,5/5/23,2023
591947,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),94715,136260,Annual,Corona,35 Hours Per Week,Hybrid,7/28/23,2023
593939,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70000,70000,Annual,Centre Street,TBD,Hybrid,10/30/23,2023
567184,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),61469,87863,Annual,38Th Street,35 Hours Per Week,Hybrid,1/18/23,2023
552055,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,140000,Annual,Astoria,TBD,Not required,11/22/22,2022
613773,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),46019,65262,Annual,Queens,TBD,Hybrid,11/14/23,2023
615488,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),33.2337,49.6842,Hourly,Brooklyn,TBD,Hybrid,11/13/23,2023
579685,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64140,75000,Annual,Harding Expressway,35 Hours Per Week,Hybrid,3/31/23,2023
595154,DEPT OF PARKS & RECREATION,External,2,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),90000,100000,Annual,61TH Street,TBD,Not required,8/25/23,2023
606610,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),121000,121000,Annual,Harding Expressway,TBD,Not required,10/6/23,2023
535760,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",TBD,Experienced (non-manager),42114,48431,Annual,Harding Expressway,TBD,Hybrid,6/27/22,2022
597018,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,P,Experienced (non-manager),23.3831,27.37,Hourly,Queens,TBD,Hybrid,8/7/23,2023
588905,TAXI & LIMOUSINE COMMISSION,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),43728,68645,Annual,LIC,TBD,Hybrid,9/15/23,2023
603138,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),70087,70087,Annual,28th Street,TBD,Hybrid,9/7/23,2023
607062,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,Pending Classification-2,M0,"Finance, Accounting, & Procurement",F,Manager,58700,65000,Annual,Greenwich Street,TBD,Hybrid,10/20/23,2023
599478,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,95110,Annual,Queens,35 Hours Per Week,Not required,9/7/23,2023
602568,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),93288,107281,Annual,Metrotech,35 Hours Per Week,Not required,9/29/23,2023
588835,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),55752,64115,Annual,Astoria,TBD,Not required,10/4/23,2023
577074,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,45113,64693,Annual,Office Of The Inspector Genera,TBD,Not required,9/20/23,2023
588677,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),94715,136260,Annual,World Trade Center,40 hours per week,Hybrid,9/11/23,2023
570263,DEPT OF DESIGN & CONSTRUCTION,External,1,Non-Competitive-5,1,Legal Affairs,F,Entry-Level,62397,71757,Annual,Queens,35 Hours Per Week,Not required,8/16/23,2023
600883,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M0,Health,F,Manager,58700,118000,Annual,28th Street,TBD,Hybrid,8/24/23,2023
590900,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,Water Street,40 hours per week,Not required,7/11/23,2023
527813,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),55.29,55.29,Hourly,Brooklyn,TBD,Not required,5/12/22,2022
595358,TAXI & LIMOUSINE COMMISSION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),43728,53000,Annual,LIC,TBD,Hybrid,7/28/23,2023
609708,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,107227,Annual,Maiden Lane,35 Hours Per Week,Hybrid,11/14/23,2023
598920,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,Staten Islands,TBD,Not required,8/24/23,2023
614607,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),70611,82000,Annual,Worth Street.,TBD,Hybrid,11/2/23,2023
552537,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,Water Street,35 Hours Per Week,Not required,9/29/22,2022
587537,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),84451,113550,Annual,Lafayette Street,TBD,Hybrid,7/7/23,2023
601008,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),37182,50000,Annual,NYC - All Boroughs,TBD,Hybrid,8/25/23,2023
596061,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",TBD,Experienced (non-manager),62370,71726,Annual,Queens,35 Hours Per Week,Not required,9/11/23,2023
584561,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Technology, Data & Innovation",P,Experienced (non-manager),43.1281,62.0142,Hourly,Corona,20 Hours Per Week,Hybrid,6/1/23,2023
585952,DEPT OF DESIGN & CONSTRUCTION,External,2,Non-Competitive-5,0,"Public Safety, Inspections, & Enforcement",P,Student,15.5,16,Hourly,Queens,TBD,Hybrid,5/26/23,2023
593313,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Harding Expressway,TBD,Not required,8/13/23,2023
616467,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,81571,93807,Annual,Queens,TBD,Not required,11/17/23,2023
587646,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),71884,104104,Annual,Staten Islands,35 Hours Per Week,Not required,11/13/23,2023
566187,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M0,"Policy, Research & Analysis",F,Manager,64922,173486,Annual,Water Street,35 Hours Per Week,Not required,1/12/23,2023
611337,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,41887,48170,Annual,Gold Street,TBD,Hybrid,10/13/23,2023
611139,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),78795,78795,Annual,28th Street,TBD,Not required,10/17/23,2023
556490,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M2,"Finance, Accounting, & Procurement",F,Executive,80931,208826,Annual,Harding Expressway,35 Hours Per Week,Not required,10/26/22,2022
545827,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M0,"Technology, Data & Innovation ",F,Manager,77688,152000,Annual,Metrotech,40 hours per week,Not required,8/15/22,2022
590008,DEPT OF ENVIRONMENT PROTECTION,External,2,Non-Competitive-5,M1,Health,F,Experienced (non-manager),70087,84805,Annual,Harding Expressway,TBD,Hybrid,6/15/23,2023
580350,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64140,77609,Annual,Water Street,TBD,Hybrid,3/30/23,2023
608216,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,Pending Classification-2,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),60000,60000,Annual,Cadman Plaza,TBD,Hybrid,10/24/23,2023
545807,DEPT OF ENVIRONMENT PROTECTION,Internal,5,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),57078,85646,Annual,Harding Expressway,TBD,TBD,8/22/22,2022
609868,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,70087,70087,Annual,28th Street,TBD,Hybrid,10/6/23,2023
616514,NYC HOUSING AUTHORITY,External,1,Labor-3,1,Building Operations & Maintenance,F,Entry-Level,31836,46278,Annual,Manhattan,TBD,Not required,11/27/23,2023
599561,HRA/DEPT OF SOCIAL SERVICES,Internal,2,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),45329,77633,Annual,World Trade Center,40 hours per week,Not required,10/5/23,2023
556406,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),94715,102000,Annual,World Trade Center,40 hours per week,Hybrid,10/31/23,2023
589574,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Administration & Human Resources,TBD,Experienced (non-manager),58695,67499,Annual,Vanderbilt Avenue,40 hours per week,Hybrid,8/17/23,2023
563844,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,90114,122168,Annual,Harding Expressway,35 Hours Per Week,Hybrid,12/12/22,2022
596266,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,Non-Competitive-5,1,Health,F,Entry-Level,59116,62215,Annual,28th Street,TBD,Hybrid,8/10/23,2023
594452,DEPT OF ENVIRONMENT PROTECTION,Internal,3,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),44838,51564,Annual,Brooklyn,TBD,Hybrid,7/27/23,2023
607540,DEPT. OF HOMELESS SERVICES,External,1,Competitive-1,M0,Building Operations & Maintenance,F,Manager,64922,173486,Annual,Brooklyn,40 hours per week,Not required,11/15/23,2023
602231,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),75000,125000,Annual,World Trade Center,40 hours per week,Not required,9/29/23,2023
617337,OFFICE OF CRIMINAL JUSTICE,Internal,1,Non-Competitive-5,M0,Legal Affairs,F,Manager,58700,140000,Annual,Reade Street,TBD,Not required,11/25/23,2023
603799,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),62470,80008,Annual,Water Street,35 Hours Per Week,Hybrid,9/19/23,2023
516442,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),65160,74934,Annual,Brooklyn,TBD,Hybrid,7/12/22,2022
606789,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),84451,113550,Annual,16Th Street,40 hours per week,Hybrid,11/20/23,2023
606368,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70611,105138,Annual,World Trade Center,40 hours per week,Hybrid,11/3/23,2023
601621,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Harding Expressway,TBD,Not required,10/6/23,2023
581036,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),85371,109990,Annual,Queens,35 Hours Per Week,Not required,4/8/23,2023
589446,OFFICE OF EMERGENCY MANAGEMENT,External,11,Non-Competitive-5,0,Administration & Human Resources,P,Student,15.5,19,Hourly,Cadman Plaza,20 Hours Per Week,Hybrid,9/5/23,2023
550634,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),64857,98100,Annual,Water Street,35 Hours Per Week,Hybrid,9/19/22,2022
609693,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,Queens,35 Hours Per Week,Not required,10/10/23,2023
608792,DISTRICT ATTORNEY RICHMOND COU,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),60000,65000,Annual,Staten Islands,TBD,Hybrid,9/29/23,2023
605252,DEPT OF YOUTH & COMM DEV SRVS,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,P,Entry-Level,17.0192,22.0805,Hourly,Lafayette Street,20 Hours Per Week,Hybrid,9/28/23,2023
614837,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,67983,Annual,Astoria,TBD,Not required,11/27/23,2023
611689,NYC HOUSING AUTHORITY,External,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),62370,84000,Annual,Project Management Office,TBD,Not required,10/30/23,2023
527782,NYC HOUSING AUTHORITY,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),67.72,67.72,Hourly,Brooklyn,TBD,Not required,5/12/22,2022
615734,BRONX DISTRICT ATTORNEY,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),40866,40866,Annual,Bronx,TBD,Not required,11/13/23,2023
612058,OFFICE OF CRIMINAL JUSTICE,External,1,Non-Competitive-5,M1,Legal Affairs,TBD,Experienced (non-manager),72038,175000,Annual,Broadway,TBD,Not required,10/18/23,2023
595613,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),105746,121608,Annual,First Avenue,TBD,Hybrid,9/13/23,2023
610959,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,71840,Annual,28th Street,TBD,Hybrid,10/17/23,2023
614476,TAXI & LIMOUSINE COMMISSION,Internal,1,Non-Competitive-5,1,Legal Affairs,F,Entry-Level,62397,71757,Annual,Beaver Street,TBD,Not required,11/1/23,2023
583475,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,117541,Annual,Corona,35 Hours Per Week,Not required,7/12/23,2023
592208,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),63962,75000,Annual,First Avenue,TBD,Required,11/17/23,2023
527780,NYC HOUSING AUTHORITY,External,1,Labor-3,1,Building Operations & Maintenance,F,Entry-Level,31836,46278,Annual,Brooklyn,TBD,Not required,4/13/23,2023
526214,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),65160,90603,Annual,Brooklyn,TBD,Hybrid,7/12/22,2022
615946,DEPT OF DESIGN & CONSTRUCTION,Internal,2,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),59116,67983,Annual,Queens,TBD,Hybrid,11/17/23,2023
596689,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),43728,54531,Annual,Worth Street.,TBD,Hybrid,8/10/23,2023
566877,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),40017,50000,Annual,Worth Street.,TBD,Hybrid,8/18/23,2023
