Job ID,Agency,Posting Type,Total Positions,Civil Service Title,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
596319,DEPT OF ENVIRONMENT PROTECTION,Internal,4,PROCUREMENT ANALYST,Competitive-1,1,"Finance, Accounting, & Procurement",F,Entry-Level,50972,82730,Annual,Harding Expressway,BWS - BUREAU ADMINISTRATION,TBD,Hybrid,8/13/23,2023
586639,ADMIN FOR CHILDREN'S SVCS,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),47418,69462,Annual,William Street,Asst Comm Payments (Finance),TBD,Hybrid,11/3/23,2023
602817,DEPT OF DESIGN & CONSTRUCTION,Internal,2,ADM ENGINEER (NON MGRL),Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,58682,134570,Annual,Queens,INFRASTRUCTURE/DESIGN/EXEC,35 Hours Per Week,Not required,9/6/23,2023
597390,DEPT OF ENVIRONMENT PROTECTION,External,1,AGENCY ATTORNEY,Non-Competitive-5,1,Legal Affairs,F,Entry-Level,63228,80000,Annual,Corona,LEGAL,35 Hours Per Week,Not required,8/13/23,2023
589906,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,AGENCY ATTORNEY,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),71423,87763,Annual,Centre Street,Citywide Equity and Inclusion,TBD,Not required,10/2/23,2023
604731,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Competitive-1,1,Social Services,F,Entry-Level,39763,45728,Annual,8Th Street,Hasa Hiv/Aids Svcs Admin-NM,40 hours per week,Hybrid,9/13/23,2023
583657,DEPT OF ENVIRONMENT PROTECTION,Internal,1,DEPUTY COMMISSIONER (DEP),Non-Competitive-5,M2,"Engineering, Architecture, & Planning",F,Executive,225000,245000,Annual,Corona,AIR POL PLAN/MODEL / TECH SVCS,35 Hours Per Week,Hybrid,7/11/23,2023
601140,DEPT OF ENVIRONMENT PROTECTION,External,2,ENVIRONMENTAL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Harding Expressway,PROJECT MANAGEMENT AND CONSTR.,TBD,Not required,10/6/23,2023
592856,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),58695,67499,Annual,World Trade Center,Office Of HR Solutions-NM,40 hours per week,Hybrid,7/11/23,2023
608296,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),102292,132265,Annual,World Trade Center,Office Of HR Solutions-MGR,40 hours per week,Hybrid,9/27/23,2023
612061,OFFICE OF CRIMINAL JUSTICE,Internal,1,RESEARCH PROJECTS COOR(MA)-MGR,Pending Classification-2,M1,"Technology, Data & Innovation",TBD,Experienced (non-manager),58700,120000,Annual,Broadway,ACP Staff,TBD,New York City residency is required.,10/18/23,2023
593916,OFFICE OF THE COMPTROLLER,Internal,1,INVESTMENT MANAGER (COMPTROLLE,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),160000,175000,Annual,Centre Street,Asset Management,TBD,Hybrid,9/17/23,2023
594490,HRA/DEPT OF SOCIAL SERVICES,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,94882,Annual,Broadway,DSS ACCOUNTABILITY OFFICE NM,TBD,Hybrid,10/23/23,2023
593356,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EXECUTIVE AGENCY COUNSEL,Non-Competitive-5,M0,Legal Affairs,F,Manager,72038,180000,Annual,Corona,LEGAL,35 Hours Per Week,Not required,8/9/23,2023
589223,FIRE DEPARTMENT,External,2,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),108071,149651,Annual,Brooklyn,Bureau of Tech Deve and Syst,TBD,Not required,9/18/23,2023
605380,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Health Policy, Research & Analysis",TBD,Experienced (non-manager),92301,106146,Annual,28th Street,COO-PGRM.ANALY.STRAT.DATA.USE,TBD,Hybrid,9/27/23,2023
599553,HRA/DEPT OF SOCIAL SERVICES,External,7,ASSOCIATE JOB OPPORTUNITY SPEC,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),66430,99694,Annual,16Th Street,Housing-Homles SV/INIT NM,40 hours per week,Not required,11/6/23,2023
599230,DEPT OF PARKS & RECREATION,Internal,60,URBAN PARK RANGER,Competitive-1,1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,50635,50635,Annual,105 Street,Arsenal North Peps,TBD,New York City residency is required.,10/26/23,2023
613494,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,CRIMINALIST,Non-Competitive-5,M1,Health,F,Experienced (non-manager),89818,118317,Annual,26th Street,OCME-DNA,TBD,Not required,10/26/23,2023
616636,DEPARTMENT OF CORRECTION,External,1,DIETITIAN,Competitive-1,M1,Health Social Services,F,Experienced (non-manager),59210,63452,Annual,Rikers Island,Nutritional Services,TBD,Not required,11/20/23,2023
577826,DEPT OF ENVIRONMENT PROTECTION,External,2,INDUSTRIAL HYGIENIST,Competitive-1,M1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),56041,75318,Annual,Harding Expressway,ENVIRON HEALTH/SAFETY - BWT,35 Hours Per Week,Hybrid,3/24/23,2023
605101,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Water Street,Bridge Inspection,40 hours per week,Not required,9/20/23,2023
585875,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE CHEMIST,Competitive-1,M1,"Policy, Research & Analysis",TBD,Experienced (non-manager),71224,100719,Annual,Wards Island,WARDS ISLAND METALS LAB,35 Hours Per Week,Hybrid,6/15/23,2023
609148,DEPT OF HEALTH/MENTAL HYGIENE,External,3,INVESTIGATOR,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),45329,51500,Annual,Worth Street.,Child Care,TBD,Hybrid,10/6/23,2023
601467,DEPT OF HEALTH/MENTAL HYGIENE,External,10,PUBLIC HEALTH SANITARIAN,Competitive-1,M1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),49961,49961,Annual,NYC - All Boroughs,Food Safety & Community Sanit,TBD,Hybrid,8/29/23,2023
602707,OFFICE OF THE COMPTROLLER,Internal,1,PROCUREMENT ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60000,70000,Annual,Centre Street,Contract Administration,TBD,Hybrid,9/17/23,2023
614517,NYC HOUSING AUTHORITY,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,91768,Annual,REES,Res. Part & Civic Engmt. Svcs,TBD,Not required,11/22/23,2023
614453,OFFICE OF THE COMPTROLLER,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,150000,160000,Annual,Centre Street,Information Systems,TBD,Not required,11/1/23,2023
595303,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,MAINTENANCE WORKER,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,239.84,249.28,Daily,First Avenue,Operations/Labs,TBD,Hybrid,8/16/23,2023
604985,DEPT OF DESIGN & CONSTRUCTION,Internal,2,PROJECT MANAGER INTERN#,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,56313,64760,Annual,Queens,Pub Bldgs/Courts,35 Hours Per Week,Hybrid,9/20/23,2023
561436,DEPT OF ENVIRONMENT PROTECTION,Internal,1,AGENCY ATTORNEY INTERNE,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),62397,75760,Annual,Corona,ACCO - BEDC,35 Hours Per Week,Hybrid,11/25/22,2022
603122,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Health Policy, Research & Analysis",F,Experienced (non-manager),82506,94882,Annual,28th Street,Clinical Operations,TBD,Hybrid,9/7/23,2023
570679,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),85371,98177,Annual,Broadway,DSS ACCOUNTABILITY OFFICE NM,40 hours per week,Not required,1/27/23,2023
583108,FIRE DEPARTMENT,Internal,1,DEPUTY COMMISSIONER,Exempt-4,M2,Communications & Intergovernmental Affairs,F,Executive,106729,213210,Annual,Brooklyn,Press Office,TBD,Hybrid,4/13/23,2023
590949,OFFICE OF THE COMPTROLLER,Internal,1,MANAGEMENT AUDITOR,Competitive-1,1,"Finance, Accounting, & Procurement",F,Entry-Level,70000,76900,Annual,Centre Street,Management Audit,TBD,Hybrid,9/17/23,2023
616317,DEPT OF PARKS & RECREATION,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,91768,Annual,Randalls Islands,MN M&O DIST 11R,TBD, New York City residency is required. ,11/16/23,2023
569346,DEPT OF ENVIRONMENT PROTECTION,External,3,MARINER,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),68962,68962,Annual,Wards Island,Marine Section,40 hours per week,Hybrid,1/18/23,2023
569438,NYC HOUSING AUTHORITY,External,3,SUPERVISOR OF MECHANICAL INSTA,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),57078,85646,Annual,Project Management Office,Project Management Operations,TBD,Not required,7/10/23,2023
613992,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),60718,69826,Annual,Broadway,Early Intervention,TBD,Hybrid,10/30/23,2023
590712,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),39763,64420,Annual,Pearl Street,Office Of Revenue/Admin-NM,TBD,Hybrid,11/8/23,2023
609282,HRA/DEPT OF SOCIAL SERVICES,External,2,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,Bronx,FIA Operations-NM,40 hours per week,Not required,10/3/23,2023
601418,BRONX DISTRICT ATTORNEY,Internal,6,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),51500,51500,Annual,Bronx,Support Staff,TBD,Not required,8/28/23,2023
616435,NYC POLICE PENSION FUND,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,120000,150000,Annual,Broadway,Pension Section,40 hours per week,Not required,11/22/23,2023
600832,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,CONSULTANT (PUBLIC HEALTH-SOCI,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),72603,76408,Annual,28th Street,Clinical Operations,TBD,Hybrid,8/29/23,2023
585276,DEPT OF ENVIRONMENT PROTECTION,External,1,CYBER SECURITY ANALYST,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),78795,113300,Annual,Corona,BUSINESS INFORMATION TECH,35 Hours Per Week,Required,5/16/23,2023
611751,HOUSING PRESERVATION & DVLPMNT,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),70000,70000,Annual,Gold Street,Tenant Resources - Exec & IT,TBD,New York City residency is required.,10/19/23,2023
527817,NYC HOUSING AUTHORITY,External,1,SUPERVISOR PLUMBER,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),55.29,55.29,Hourly,Manhattan,Manhattan Property Management,TBD,Not required,5/12/22,2022
616522,CONSUMER AND WORKER PROTECTION,External,1,AGENCY ATTORNEY,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),78046,89753,Annual,Broadway,General Counsel's Office,TBD,Not required,11/22/23,2023
560639,NYC HOUSING AUTHORITY,External,1,ADMINISTRATIVE REAL PROPERTY M,Competitive-1,M2,Communications & Intergovernmental Affairs,F,Executive,88936,223761,Annual,Office of Director,Office of the Chief Executive,TBD,Not required,11/30/22,2022
580663,ADMIN FOR CHILDREN'S SVCS,Internal,1,CERTIFIED IT ADMINISTRATOR (LA,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),92194,130372,Annual,William Street,"Mis Admin,Network Sysms Dvlpmt",TBD,Not required,11/15/23,2023
607660,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMIN COMMUNITY RELATIONS SPEC,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),64749,134280,Annual,Broadway,Mayor's Anti-Displ Init Nm,TBD,Hybrid,11/9/23,2023
592209,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ASSOCIATE LABORATORY MICROBIOL,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),63962,75000,Annual,First Avenue,Microbiology,TBD,Required,11/17/23,2023
605247,DEPT OF ENVIRONMENT PROTECTION,External,1,ELECTRICAL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Harding Expressway,BWT - ADMINISTRATION/PERSONNEL,35 Hours Per Week,Not required,10/6/23,2023
608470,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),53057,61015,Annual,Pearl Street,General Support Services-NM,40 hours per week,Hybrid,10/2/23,2023
562558,DEPT OF HEALTH/MENTAL HYGIENE,External,3,PUBLIC HEALTH ADVISER,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),47155,57000,Annual,47TH Street,TB DICM,TBD,Hybrid,10/11/23,2023
609163,DEPT OF DESIGN & CONSTRUCTION,Internal,1,LANDSCAPE ARCHITECT,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),88026,105000,Annual,Queens,Pub Bldgs/A&E/Architecture,35 Hours Per Week,Not required,10/19/23,2023
589024,DEPT OF ENVIRONMENT PROTECTION,Internal,1,STRATEGIC INITIATIVE SPECIALIS,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),74710,100812,Annual,Corona,ACCO Office,35 Hours Per Week,Not required,6/12/23,2023
594462,DEPARTMENT OF TRANSPORTATION,Internal,1,ASSISTANT ELECTRICAL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,Water Street,Bridge Repair/PM Headquarters,40 hours per week,Not required,7/26/23,2023
588842,HRA/DEPT OF SOCIAL SERVICES,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),66322,98830,Annual,Vanderbilt Avenue,MAP MEDICAID ELIGIBILITY NM,40 hours per week,Hybrid,6/1/23,2023
562438,NYC HOUSING AUTHORITY,External,2,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,105000,115000,Annual,Project Management Office,Project Management  Team 2,TBD,Not required,12/12/22,2022
606448,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,64000,Annual,28th Street,MH - Assisted out Treatment,TBD,Required,9/27/23,2023
550935,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,Corona,MUNI SEPARATE STORM SWR SYSTEM,TBD,Not required,9/14/22,2022
614221,OFFICE OF THE COMPTROLLER,External,1,SUMMER GRADUATE INTERN,Non-Competitive-5,0,Legal Affairs,F,Student,19,22.5,Hourly,Centre Street,Labor Law,TBD,Hybrid,11/1/23,2023
600621,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,81571,101230,Annual,Queens,INFRA/CONSTR. MGMT 1/EXECUTIVE,35 Hours Per Week,Required,9/13/23,2023
542567,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,CITY MEDICAL SPECIALIST (PART-,Non-Competitive-5,M1,Health,P,Experienced (non-manager),79.23,84.86,Hourly,47TH Street,SH Medical,TBD,Not required,9/22/23,2023
592336,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CONSULTANT PUBLIC HEALTH NURSE,Competitive-1,M1,Constituent Services & Community Programs,P,Experienced (non-manager),50.3908,50.3908,Hourly,Brooklyn,Medical Services,TBD,Not required,11/21/23,2023
571810,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual, Walker Road,UPSTATE CAPITAL CONSTR. - IFA,TBD,Not required,2/27/23,2023
610466,OFFICE OF THE COMPTROLLER,Internal,1,CLAIM SPECIALIST,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),55816,64188,Annual,Centre Street,Law and Adjustment,TBD,Required,10/10/23,2023
580213,TAXI & LIMOUSINE COMMISSION,Internal,1,AGENCY ATTORNEY,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),71423,82137,Annual,LIC,Prosecution Division,TBD,Not required,3/21/23,2023
603162,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,119554,Annual,Staten Islands,UPSTATE CAPITAL CONSTR. - IFA,TBD,Not required,10/6/23,2023
605187,BRONX DISTRICT ATTORNEY,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),59116,80000,Annual,Bronx,Support Staff,TBD,Not required,10/18/23,2023
597141,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ENVIRONMENTAL HEALTH TECHNICIA,Competitive-1,M1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),38966,49189,Annual,Worth Street.,Child Care,TBD,Required,8/8/23,2023
608193,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),58682,134570,Annual,Queens,Pub Bldgs/Transportation,35 Hours Per Week,Not required,10/3/23,2023
595589,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,94363,Annual,28th Street,HIV Programs,TBD,Required,7/31/23,2023
596566,DEPT OF DESIGN & CONSTRUCTION,Internal,1,CHIEF OF STAFF TO FIRST DEPUTY,Non-Competitive-5,M0,Administration & Human Resources,F,Manager,64922,160000,Annual,Third Avenue,Office Of Commissioner/Exec,35 Hours Per Week,Required,8/16/23,2023
606560,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),103026,118480,Annual,World Trade Center,Data Reporting/Analysis-NM,40 hours per week,Required,10/25/23,2023
613496,DEPT OF ENVIRONMENT PROTECTION,External,1,SUPERVISOR ELECTRICIAN,Competitive-1,M0,Building Operations & Maintenance,F,Manager,474.04,474.04,Daily,125TH Street,EAST OF HUDSON - OE,TBD,Not required,11/16/23,2023
605486,CAMPAIGN FINANCE BOARD,External,1,ANALYST CFB AL 2&3 ONLY,Pending Classification-2,M1,Administration & Human Resources,F,Experienced (non-manager),60000,75000,Annual,Church Street,Managerial,TBD,Required,9/15/23,2023
541008,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),53702,115000,Annual,Harding Expressway,OFFICE OF ENERGY / PERFORMANCE,35 Hours Per Week,Not required,9/15/22,2022
615519,LAW DEPARTMENT,External,1,ASSISTANT CORPORATION COUNSEL,Exempt-4,1,Legal Affairs,F,Entry-Level,75677,155751,Annual,Church Street,Admin Law and Regulatory Lit.,TBD,Not required,11/20/23,2023
598921,DEPARTMENT FOR THE AGING,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),94715,105000,Annual,Lafayette Street,Case Management/Homecare,TBD,Required,9/29/23,2023
607115,DEPARTMENT OF CITY PLANNING,Internal,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),115854,130701,Annual,Broadway,ITD-DIGITAL SERVICES,TBD,Not required,9/27/23,2023
580062,DEPT OF ENVIRONMENT PROTECTION,External,5,GARDENER,Competitive-1,1,Constituent Services & Community Programs,F,Entry-Level,43410,62479,Annual,Brooklyn,WSO-OGI Maintenance,TBD,Required,10/24/23,2023
604829,DEPARTMENT OF CORRECTION,Internal,2,ASSOCIATE COMMISSIONER (DOC),Non-Competitive-5,M0,Legal Affairs,F,Manager,200000,200000,Annual,Astoria,General Counsel,TBD,Required,11/9/23,2023
607112,DEPT OF CITYWIDE ADMIN SVCS,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),82506,94882,Annual,Centre Street,Office of Energy Conservatio,TBD,Required,11/3/23,2023
533285,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE JOB OPPORTUNITY SPEC,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),67000,77050,Annual,World Trade Center,FIA Operations-NM,40 hours per week,Not required,1/18/23,2023
601019,BRONX DISTRICT ATTORNEY,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),51500,51500,Annual,Bronx,Support Staff,TBD,Not required,9/25/23,2023
617144,HOUSING PRESERVATION & DVLPMNT,External,1,ASSOCIATE HOUSING DEVELOPMENT,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),85000,93807,Annual,Gold Street,Preservation Programs,TBD,Required,11/24/23,2023
596481,DEPT OF DESIGN & CONSTRUCTION,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,79568,Annual,Queens,ODIR/MWBE,35 Hours Per Week,Required,8/15/23,2023
607690,HRA/DEPT OF SOCIAL SERVICES,Internal,7,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),22.9267,38.1549,Hourly,Broadway,Mayor's Anti-Displ Init Nm,TBD,Hybrid,11/15/23,2023
545811,DEPT OF ENVIRONMENT PROTECTION,Internal,5,ASSISTANT CHEMICAL ENGINEER (C,Competitive-1,M1,"Engineering, Architecture, & Planning",TBD,Experienced (non-manager),57078,85646,Annual,Harding Expressway,BWT - ADMINISTRATION/PERSONNEL,TBD,TBD,8/22/22,2022
554121,FIRE DEPARTMENT,External,1,HEAD NURSE,Non-Competitive-5,M1,Health,F,Experienced (non-manager),87934,87934,Annual,Brooklyn,Medical,TBD,Required,10/20/22,2022
602190,CAMPAIGN FINANCE BOARD,Internal,2,ANALYST CFB AL 2&3 ONLY,Pending Classification-2,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),60000,75000,Annual,Church Street,Managerial,TBD,Required,9/6/23,2023
598542,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE ARCHITECT,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64922,144066,Annual,Queens,PUB BLDGS/A+E/SUST. DESIGN,35 Hours Per Week,Not required,8/31/23,2023
596447,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ELECTRICAL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,River Road,UPSTATE CAPITAL CONSTR. - IFA,TBD,Not required,8/13/23,2023
609546,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),82506,103548,Annual,Harding Expressway,ENVIRON HEALTH/SAFETY - BEDC,TBD,Required,11/27/23,2023
591705,DEPT OF CITYWIDE ADMIN SVCS,Internal,2,ELECTRICIAN,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),440.16,440.16,Daily,Brooklyn,CTS/TRADE SHOPS,TBD,Required,8/14/23,2023
595454,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,Competitive-1,1,Constituent Services & Community Programs,F,Entry-Level,42721,50000,Annual,28th Street,STI Programs,TBD,Required,7/31/23,2023
587741,DEPT OF ENVIRONMENT PROTECTION,Internal,2,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),57394,89095,Annual,Harding Expressway,QUALITY ASSURANCE,TBD,Required,5/22/23,2023
608935,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),47418,54531,Annual,Centre Street,RES/Planning&Dispositions,TBD,Required,11/27/23,2023
564106,DEPT OF ENVIRONMENT PROTECTION,External,1,ADM ENGINEER (NON MGRL),Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),53702,146121,Annual,Harding Expressway,PROJECT MANAGEMENT AND CONSTR.,TBD,Not required,1/9/23,2023
549925,DEPT OF ENVIRONMENT PROTECTION,Internal,18,CIVIL ENGINEERING INTERN,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,59125,Annual,Corona,CONSTRUCTION -BWSO,TBD,Not required,9/10/22,2022
616531,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),43728,51500,Annual,NYC - All Boroughs,Child Care,TBD,Required,11/20/23,2023
595615,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,Competitive-1,M1,Constituent Services & Community Programs,P,Experienced (non-manager),28.2036,28.2036,Hourly,47TH Street,Clinical Operations,TBD,Hybrid,8/21/23,2023
616436,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),53057,77124,Annual,28th Street,HR Central,TBD,Required,11/17/23,2023
604994,TAXI & LIMOUSINE COMMISSION,Internal,1,SENIOR IT ARCHITECT,Pending Classification-2,M1,Constituent Services & Community Programs,F,Experienced (non-manager),100000,135000,Annual,Beaver Street,Management Information Systems,TBD,Not required,9/20/23,2023
596698,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENVIRONMENTAL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Corona,HAZARDOUS MTRLS. RTK PROGRAM,TBD,Not required,8/13/23,2023
